ACCE_ABSORB_COST	Emiş fiyatı: {}
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Ay ışığının aydınlattığı hazine sandıkları
WIKI_ITEMINFO_REFINEINFO	Bilgileri Hassaslaştırın {}
PET_SKILL_DELETE_QUESTION_DLG_MSG	Beceriler artık mevcut.
ADMIN_MANAGER_BAN_CHAT_SEARCH_NO_PLAYER	İsim verilmedi
WIKI_SUBCATEGORY_EMPIRE_WAR	İmparatorluk Savaşı
WIKI_MONSTERINFO_IMMUNE_POISON	Zehir
WIKI_MONSTERINFO_STATISTICSOF	{} Kaynaklı istatistikler
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_SAFEBOX	kamp
QUEST_TIMER_MINLVL	Min Lv
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_BAN	Sürgün etmek
WIKI_CATEGORY_GUIDES	Kılavuzlar
PET_SKILL_TOOLTIP_DURATION	Süre: {} saniye
WIKI_MONSTERINFO_IMMUNE_STUN	bayılma
ADMIN_MANAGER_ITEM_MAIN_RESULT_OWNER_TYPE_ACCOUNT	Hesap
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
QUEST_TIMER_COOLDOWN	Sakin ol
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_NO_TIMEOUT	Hesap ücretsizdir
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristal ejderha
WIKI_MONSTERINFO_IMMUNE_FALL	Düşen
WIKI_SUBCATEGORY_EVENT_CHESTS	Etkinlik sandıkları
LOGIN_PIN_SET_SUCCESSFULLY	PIN kodunuz başarıyla ayarlandı.
WIKI_SUBCATEGORY_RAZADOR	Razador
NO	Hayır
QUEST_TIMER_QUESTITEM	Görev eşyası
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_INVENTORY	envanter
ADMIN_MANAGER_OBSERVER_GENERAL_GOLD	Yang: {}
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_TALISMANS	Tılsımlar
WIKI_SUBCATEGORY_RINGS	Yüzükler
WIKI_SUBCATEGORY_ELIXIR	İksirler
QUEST_TIMER_AVAILABLE	Mevcut
QUEST_TIMER_LOCKED	Engellendi
WIKI_SUBCATEGORY_AZRAEL	Devilscatacomb
ADMIN_MANAGER_OBSERVER_GENERAL_NAME	Soyadı: {}
WIKI_SUBCATEGORY_ZODIAC	Zodyak
PET_SKILL_TOOLTIP_REMOVAL	Karakteriniz etkilendiyse, zehir, yavaş\r\r\n veya kanama gibi tüm etkileri anında {}% şans\r\r\n ile kaldırır.
WIKI_CATEGORY_CHESTS	Sandıklar
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ONLINE	İnternet üzerinden
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_NO_NAME	İsim verilmedi.
QUEST_TIMER_SLIME	QUEST_TIMER_SLIME
ADMIN_MANAGER_BAN_ACCOUNT_UNBAN_NO_SELECTED	Oyuncu seçilmedi
ADMIN_MANAGER_OBSERVER_BAN_ACTIVATE_INVALID	Yasak aktifleştirme geçersiz
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME_TOOLTIP	Oyuncu ismi
PET_TOOLTIP_DEF	savunma
ADMIN_MANAGER_OBSERVER_GENERAL_SP	{} / {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER	Oyuncular aranıyor
ADMIN_MANAGER_GENERAL_USER_COUNT	Çevrimiçi oyuncu: {}
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternatif sandıklar
ADMIN_MANAGER_OBSERVER_GENERAL_LEVEL	Seviye: {}
QUEST_TIMER_GROUPREQ	Grup gerekli
PET_TOOLTIP_SKILL_NEXT_LEVEL	Sonraki seviye: {} (maks. {})
QUEST_TIMER_LOCKED_LEVEL	Seviye gereksinimleri karşılanmadı
WIKI_SUBCATEGORY_HAIRSTYLES	Saç modelleri
ADMIN_MANAGER_OBSERVER_RESTARTED	{} İzleme devam etti.
TARGET_INFO_RACE_ZODIAC	Zodyak
ADMIN_MANAGER_BAN_CHAT_UNBAN_NO_SELECTED	Oyuncu seçilmedi
PET_TOOLTIP_LIFETIME_OVER	Süresi doldu
ADMIN_MANAGER_ITEM_MAIN_SEARCH_NO_TEXT	Hiçbir şey belirtilmedi
ADMIN_MANAGER_OBSERVER_GENERAL_CHANNEL	Kanal: {}
DESCRIPTION_EXAMPLE	Örnek falan
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ACCOUNTBAN	Önceki yasaklar {}
PET_TOOLTIP_TRADABLE	Takas edilebilir
WIKI_SUBCATEGORY_BOSS_HUNT	Patron Avı
ADMIN_MANAGER_OBSERVER_ITEM_TOOLTIP_ID	Öğe Kimliği: {}
QUEST_TIMER_CURRENT	Akım
QUEST_TIMER_PASSAGETICKET	geçmek
QUEST_TIMER_AVAILABLE_TEXT	Mevcut
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_MONSTERINFO_IMMUNE_REFLECT	Yansıt
WIKI_SUBCATEGORY_MOUNT	Montaj
WIKI_SUBCATEGORY_SHIPDEFENSE	Gemi Savunması
ADMIN_MANAGER_OBSERVER_GENERAL_ACCOUNT	Hesap: {} ({})
WIKI_SUBCATEGORY_HELMET	Kask
WIKI_SUBCATEGORY_COSTUME_SASH	Omuz askısı
ADMIN_MANAGER_OBSERVER_GENERAL_MAP_INFO	Harita: {} ({})
WIKI_SUBCATEGORY_BRACELET	bilezik
TIMER_WARP_QUESTION	Gerçekten zindana ışınlanmak istiyor musun?
WIKI_SUBCATEGORY_APE_DUNGEON	Maymun zindanı
WIKI_REFINEINFO_UPGRADE_COSTS	Uppkosten
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM	GM Öğesi
WIKI_SUBCATEGORY_SHIELD	Kalkanlar
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_UNBAN	Yasağı kaldır
PET_TOOLTIP_SKILL_CUR_LEVEL	Seviye: {}
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NAME	{} (Lv {})
ADMIN_MANAGER_GENERAL_QUESTION_ACCEPT_WARP	Işınlanma
ADMIN_MANAGER_OBSERVER_DOUBLECLICK_INFO	Bilgi Çevir'e çift tıklayın
QUEST_TIMER_BIOLOGREADY	Biyolog Hazır
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_PLAYER_TEXT	{} ({})
QUEST_TIMER_REWARDS	Ödüller
WIKI_CATEGORIES_TITLE	Başlık
SWITCHBOT_NEWTEXT5	Küçültmek için botu kenara sürükleyin!
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_GROUND	zemin
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME	Oyuncu ismi
ADMIN_MANAGER_OBSERVER_CHATBAN_ACTIVATE_INVALID	Bir son kullanma süresi girmelisiniz.
WIKI_CATEGORY_METINSTONES	Metin taşları
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN1	Bantext1
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCNAME	Oturum aç {}
SWITCHBOT_NEWTEXT3	Yeni fikirlere her zaman açığız!
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ONLINE	İnternet üzerinden
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_CHATBAN	{} Sohbet blokları alındı.
ADMIN_MANAGER_BAN_TYPE_CHAT	Sohbet yasağı
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID_TOOLTIP	Oyuncu Kimliği
ADMIN_MANAGER_OBSERVER_GENERAL_HP	{} / {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_UNKNOWN	Bilinmeyen pencere {}
WIKI_SUBCATEGORY_NECKLACE	Bir kolye
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN1	Yasağı kaldır1 metni
GAME_PICK_ITEM	Aldığınız {} ({}).
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN2	Yasağı kaldır2 metni
QUEST_TIMER_LOCKED_COOLDOWN	Cooldown süresi dolmadı
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_CHATBAN	Önceki sohbet yasakları {}
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
PET_TOOLTIP_COSTUME_BONUS	PET_TOOLTIP_COSTUME_BONUS
WIKI_CHESTINFO_ORIGIN	Menşei
WIKI_MONSTERINFO_RESISTANCES	Direnç
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_BAN	Sohbeti yasakla
WIKI_SUBCATEGORY_GAYA	Gaya
ADMIN_MANAGER_BAN_TYPE_ACCOUNT	Hesap yasağı
WIKI_CATEGORY_BOSSES	Patronlar
PET_SKILL_TOOLTIP_COOLTIME	Cooldown: {} saniye
ADMIN_MANAGER_OBSERVER_GENERAL_SKILLGROUP	Öğretim: {}
SWITCHBOT_NEWTEXT1	Yeniden satın almayı etkinleştirin
WIKI_SUBCATEGORY_CONTER_BOOST	Conter Desteği
SWITCHBOT_NEWTEXT2	Bu switchbot, Mijago tarafından geliştirilmiştir.
ADMIN_MANAGER_GENERAL_QUESTION_TEXT	{} 'I izlemek istiyor musunuz?
SWITCHBOT_NEWTEXT4	Eklemek için bir öğeyi buraya sürükleyin.
SWITCHBOT_NEWTEXT7	TÜM işlemleri durdurun!
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_TIMEOUT	Hesap, {} için engellendi
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_CATEGORY_SYSTEMS	Sistemler
QUEST_TIMER_INFO	bilgi
ADMIN_MANAGER_MAPVIEWER_WARP_TEXT	{}, {} Konumuna ışınla.
WIKI_SUBCATEGORY_SPIDER_BARONESS	Spinnenbaroness
BATTLEPASS_TEXT1	Ücretsiz-Savaş Bileti
BATTLEPASS_ID_2_NAME	Premium-Savaş Bileti
BATTLEPASS_TEXT2	Durum: |cff82ff7d|H|hTamamlandı|h|r
BATTLEPASS_TEXT3	Durum: |cfffeff7d|H|hAktif|h|r
BATTLEPASS_TEXT4	Yüzde {: .1f}%
BATTLEPASS_TEXT5	Bilet Türü: {}
BATTLEPASS_TEXT6	Toplam Yapılan Görev {}
BATTLEPASS_TEXT7	Tamamlanan Görevler {}
BATTLEPASS_TEXT8	Kalan süre: |cfffeff7d|H|h{}|h|r
UIQUEST_TEXT1	Bu alana girmek için 75. seviye veya üstü olmalısın!
TOOLTIP_TEXT1	|cffffcc00Coins
TOOLTIP_TEXT2	(butx) - Durum Penceresini Aç
TOOLTIP_TEXT3	(bctrl) - Önizlemeyi gör
TOOLTIP_TEXT4	(bshift) + (mleft) - Bölmek için
TOOLTIP_TEXT5	(mright) - Devre dışı bırakmak için tıklayın
TOOLTIP_TEXT6	(mright) - Etkinleştirmek için tıklayın
TOOLTIP_TEXT7	(bctrl) + (mright) - 50 tane açmak için
TOOLTIP_TEXT8	(mright) - Envantere taşı
TOOLTIP_TEXT9	(bctrl) + (mright) - Güvenli kutuya taşı
TOOLTIP_TEXT10	(balt) - Wiki'de göster
TOOLTIP_TEXT11	Yemek miktarı: {}
TOOLTIP_LEVEL_PET_NEEDED_FOOD	Gerekli Yiyecek: {}
TOOLTIP_LEVEL_PET_LEVEL_HIGHER_THAN_PLAYER	Your Pet is higher in level than your character.
TOOLTIP_TEXT12	Durum puanları {}
TOOLTIP_TEXT13	Seviye Başına {} Puan
WORLDBOSS_TEXT1	Her Gün Şu Saatte: {}
WORLDBOSS_TEXT2	{}, {}
	
WORLD_BOSS_INFO_NAME	Patron adı
WORLD_BOSS_INFO_SPAWN_LOCATIONS	Ortaya Çıktığı Harita
WORLD_BOSS_DAILY_AT	Her Gün Şu Saatte: 
WORLD_BOSS_SPAWNS_IN	{} İçinde Ortaya Çıkacak
WORLD_BOSS_INFO_SPAWN_TIME	Ortaya Çıktığı Zaman
INTROLOGIN_TEXT1	Dil Seçin
MOUNT_POSTIFX	 -Binek
PET_POSTIFX	 -Evcil Hayvan
MOUNT_STRING	 -Binek
MAP_SNOW_QUEEN	Shiva
MAP_DRAGON_FIRE	Ragnarok
MAP_GREENSCREEN	Yeşil Ekran
MAP_GARDEN	Pukei
MAP_OWL	Jagras
MAP_DEEP_CAVE	Barroth
MAP_AQUA	Aqua
MAP_ARTEMIS	Artemis
MAP_WORLDBOSS1	Worldboss (PvP)
MAP_WORLDBOSS2	Worldboss (PvM)
MAP_NEVERLAND	Rathian
MAP_WOOD	Odogaron
MAP_ICESTORM	Kadashi
MAP_SHIPDEFENSE	Gemi Savunması
MAP_SHIPPORT	Nakliye
MAP_SOLITARY	cennet
MAP_LDK	Terra
FISHING_RENEWAL_CANNOT_EMOTION	Balık tutarken duyguları kullanamazsınız.
FISHING_RENEWAL_CANNOT_OPEN_1	Balık tutarken açamazsınız.
FISHING_RENEWAL_CANNOT_OPEN_2	Balık tutarken bu işlemi yapamazsınız.
FISHING_RENEWAL_QUESTION	Bir balık ısırdı. Onu yakalamak istiyor musun?
FISHING_RENEWAL_TIMEOUT	Çok uzun süre tereddüt ettin. Balık kaçtı.
CREATE_SERVER_ERROR	Bir şeyler yanlış oldu. Lütfen sonra tekrar deneyiniz.
CREATE_ERROR_BLOCKED	Karakter oluşturma devre dışı bırakıldı.
CREATE_ERROR_LOGIN_NAME	Hesap adınızı karakter adı olarak kullanamazsınız.
CREATE_ERROR_LEVEL_LIMIT	Bu cins için seviye gereksinimleri karşılanmadı.
CREATE_ERROR_ALREADY	Bu isimde bir karakter zaten var.
CREATE_ERROR_ALREADY_SLOT	Bu yuvada zaten bir karakter var.
CREATE_ERROR_GM_BLOCKED	Kendine böyle diyemezsin.
CREATE_ERROR_NAME_LENGTH	Bu isim çok uzun.
CREATE_ERROR_RACE_BLOCKED	Bu cins devre dışı bırakıldı.
CREATE_ERROR_TIME_LIMIT	Her 30 saniyede bir karakter oluşturabilirsiniz.
CREATE_ERROR_FULL_ACCOUNT	Hesabınız dolu.
CREATE_ERROR_INVALID_RACE	Bu cins mevcut değil.
CREATE_ERROR_INVALID_SHAPE	Bu görünümü seçemezsin.
CREATE_ERROR_INVALID_NAME	Karakter adınız yasa dışı veya tekrarlayan karakterler içeriyor.
CREATE_ERROR_INVALID_EMPIRE	Bu krallık mevcut değil.
ROULETTE_REWARD_TEXT	Nesne alındı
SKILL_TREE_POINTS	Beceri Puanı
WIKI_SUBCATEGORY_SKILLTREE	System-Guides
WIKI_SUBCATEGORY_TITLEITEM	System-Guides
WIKI_SUBCATEGORY_RANKSYSTEM	System-Guides
WIKI_SUBCATEGORY_PETSYSTEM	System-Guides
WIKI_SUBCATEGORY_DAILYREWARD	System-Guides
CUBE_RENEWAL_POTION	İksir
CUBE_RENEWAL_WEAPON	Silah
CUBE_RENEWAL_ARMOR	Zırh
CUBE_RENEWAL_ACCESSORIES	Aksesuar
CUBE_RENEWAL_ETC	Generel
TOOLTIP_AFFECT_BATTLE_PASS	Savaş geçidi
TOOLTIP_REFINED_TO	geliştirilecek
TOOLTIP_REFINE_FROM	#NAME?
CLIENT_RESTART_REQUIRED	İstemcinin Yeniden Başlatılması Gerekiyor.
TOOLTIP_REQUIRED_COUNT	Miktar: {}
TOOLTIP_DROP_STATE	Drop Durumu: {}
DROP_STATE_ENABLED	Aktif
DROP_STATE_DISABLED	Aktif Değil
TOOLTIP_AFFECT_PREMIUM_SWITCHBOT	Premium Switchbot
TOOLTIP_AFFECT_VOTE_BONUS	Vote4Buff
GUILD	Guild
WARBOARD_KILLS	Kills
WARBOARD_MVP	MVP
WARBOARD_GUILD_KILLS	Öldürür
WARBOARD_DEATHS	Ölümler
WARBOARD_LEVEL	Seviye
WARBOARD_TOTAL_DAMAGE	Toplam hasar
YOU_NEED_TO_RESTART_YOUR_CLIENT	ÇOK ÖNEMLİ! Ayarlarınızı etkinleştirmek için İstemci Yeniden Başlatma gereklidir.
HUNTING_MISSIONS_HUNT_1	{} X {} avı
HUNTING_MISSIONS_HUNT_2	ödülünü almak için.
HUNTING_MISSIONS_REQUIRED_MISSIONS	Min. Seviye {}
POPUP_PLAYER_ONLINE	Arkadaşınız {} artık çevrimiçi.
POPUP_GUILD_MEMBER_ONLINE	Lonca üyeniz {} artık çevrimiçi.
POPUP_GM_ONLINE	Bir ekip üyesi {} artık çevrimiçi.
TOOLTIP_DROP_COUNT	Miktar: {}
TOOLTIP_RARITY	{}
TOOLTIP_EXP_BONUS	EXP-Bonusu:% {}
WIKI_CATEGORIES_TITLE	Başlık
WIKI_CATEGORY_BOSSES	Bosslar
WIKI_CATEGORY_CHESTS	Sandıklar
WIKI_CATEGORY_COSTUMES	Kostümler
WIKI_CATEGORY_DUNGEONS	Zindanlar
WIKI_CATEGORY_EQUIPEMENT	Ekipmanlar
WIKI_CATEGORY_EVENTS	Etkinlikler
WIKI_CATEGORY_GUIDES	Kılavuzlar
WIKI_CATEGORY_METINSTONES	Metin Taşları
WIKI_CATEGORY_MONSTERS	Canavarlar
WIKI_CATEGORY_SYSTEMS	Sistemler
WIKI_CHESTINFO_COMMON_DROP	Alternatif Bırak
WIKI_CHESTINFO_CONTENTOF	{} İçeren
WIKI_CHESTINFO_ORIGIN	Menşei
WIKI_ITEMINFO_OPTAINEDFROM	Şuradan alındı
WIKI_ITEMINFO_REFINEINFO	Bilgileri Hassaslaştırın {}
WIKI_MONSTERINFO_DMG_HP	Hasar {} - {} (Maks-HP {})
WIKI_MONSTERINFO_DROPLISTOF	Bırakma listesi {}
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
WIKI_MONSTERINFO_IMMUNE_CURSE	Lanet
WIKI_MONSTERINFO_IMMUNE_FALL	Sonbahar
WIKI_MONSTERINFO_IMMUNE_NOTHING	Hiçbir şey değil
WIKI_MONSTERINFO_IMMUNE_POISON	Zehir
WIKI_MONSTERINFO_IMMUNE_REFLECT	Yansıt
WIKI_MONSTERINFO_IMMUNE_SLOW	Yavaşlayan
WIKI_MONSTERINFO_IMMUNE_STUN	bayılma
WIKI_MONSTERINFO_IMMUNE_TERROR	Korku
WIKI_MONSTERINFO_IMMUNE_TO	{} 'A karşı savunma
WIKI_MONSTERINFO_LEVEL	Seviye {}
WIKI_MONSTERINFO_RESISTANCES	Direnç
WIKI_MONSTERINFO_STATISTICSOF	{} Kaynaklı istatistikler
WIKI_REFINEINFO_ITEM_LEVEL	Öğe Düzeyi {}
WIKI_REFINEINFO_UPGRADE_COSTS	Upp Maliyetleri
WIKI_REFINEINFO_YANG_COSTS	Altın Maliyetleri
WIKI_SUBCATEGORY_105_AND_NOW	105 ve şimdi?
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternatif sandıklar
WIKI_SUBCATEGORY_APE_DUNGEON	Maymun zindanı
WIKI_SUBCATEGORY_ARMOR	Zırh
WIKI_SUBCATEGORY_AZRAEL	Devilscatacomb
WIKI_SUBCATEGORY_BATTLEPASS	Savaş geçidi
WIKI_SUBCATEGORY_BELTS	Kemer
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_BOSS_HUNT	Patron Avı
WIKI_SUBCATEGORY_BRACELET	Bilek
WIKI_SUBCATEGORY_CHESTS	Sandıklar
WIKI_SUBCATEGORY_CONTER_BOOST	Conter Desteği
WIKI_SUBCATEGORY_COSTUMES	Kostümler
WIKI_SUBCATEGORY_COSTUME_SASH	Kuşaklar
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristal ejderha
WIKI_SUBCATEGORY_DAILYREWARD	System-Guides
WIKI_SUBCATEGORY_DEMONTOWER	Şeytan Kulesi
WIKI_SUBCATEGORY_DRAGONALCHEMY	System-Guides
WIKI_SUBCATEGORY_EARRINGS	Küpeler
WIKI_SUBCATEGORY_ELIXIR	İksirler
WIKI_SUBCATEGORY_EMPIRE_WAR	İmparatorluk Savaşı
WIKI_SUBCATEGORY_EVENT_CHESTS	Etkinlik Sandıkları
WIKI_SUBCATEGORY_FISHPUZZLE	Fishpuzzle
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_HAIRSTYLES	Saç modelleri
WIKI_SUBCATEGORY_HELMET	Kask
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Sandıklar
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_LV100	Lv 100
WIKI_SUBCATEGORY_LV1_75	Tümü
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Ay ışığının aydınlattığı hazine sandıkları
WIKI_SUBCATEGORY_MOUNT	Montaj
WIKI_SUBCATEGORY_NECKLACE	Kolye
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_OKAY_CARD	Tamam kartları
WIKI_SUBCATEGORY_ORCMAZE	Dungeon-Guide
WIKI_SUBCATEGORY_PET	Evcil Hayvan
WIKI_SUBCATEGORY_PETSYSTEM	System-Guides
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP turnuvası
WIKI_SUBCATEGORY_RANKSYSTEM	System-Guides
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_RINGS	Yüzükler
WIKI_SUBCATEGORY_RUNES	Rünler
WIKI_SUBCATEGORY_SHIELD	Kalkanlar
WIKI_SUBCATEGORY_SHIPDEFENSE	Gemi Savunması
WIKI_SUBCATEGORY_SHOES	Ayakkabı
WIKI_SUBCATEGORY_SHOULDER_SASH	Kuşaklar
WIKI_SUBCATEGORY_SKILLTREE	Yetenek ağacı & Avcılık ara
WIKI_SUBCATEGORY_SKILL_COLOR	Beceri Rengi
WIKI_SUBCATEGORY_SPIDER_BARONESS	Örümcek barones
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
WIKI_SUBCATEGORY_TALISMANS	tılsım
WIKI_SUBCATEGORY_THE_START	Mega-Guide
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_SUBCATEGORY_TITLEITEM	System-Guides
WIKI_SUBCATEGORY_WEAPONS	Silah
WIKI_SUBCATEGORY_ZODIAC	Zodyak
WIKI_TITLENAME	Wiki
TOOLTIP_DEACTIVATE_TO_OPEN_PET_STATUS	Durum penceresini açabilmek için devre dışı bırakın.
TOOLTIP_KEY_TO_BUY_MULTIPLE_FROM_SHOP	(bshift) - Çoklu satın al
DUNGEON_NO_NAME	Unknown
DUNGEON_TYPE_TEXT	Category: {}
DUNGEON_TYPE_PRIVATE	Private
DUNGEON_TYPE_PUBLIC	Public
DUNGEON_ORG_TEXT	Version: {}
DUNGEON_ORG_SINGLE	Single
DUNGEON_ORG_PARTY	Party
DUNGEON_ORG_HYBRID	Single/Party
DUNGEON_LEVEL_LIMIT_TEXT	Levellimit: {} - {}
DUNGEON_PARTY_LIMIT_TEXT	Membercount:
DUNGEON_COOLDOWN_TEXT	Cooldown: {}
DUNGEON_AVAILTIME_TEXT	Time: {}
DUNGEON_ENTRANCE_TEXT	Entry: {}
DUNGEON_ST_RACEFLAG_TEXT	Race: {}
DUNGEON_RES_RACEFLAG_TEXT	Defence: {}
DUNGEON_PERS_COUNT_TEXT	Completed: {}
DUNGEON_FASTEST_TIME_TEXT	Quickest Run: {}
DUNGEON_HIGHEST_DMG_TEXT	Highest Boss Damage: {}
DUNGEON_RF_EMPTY	None
DUNGEON_RF_ANIMAL	Rathalos
DUNGEON_RF_UNDEAD	Undead
DUNGEON_RF_DEVIL	Devil
DUNGEON_RF_HUMAN	Halfhuman
DUNGEON_RF_ORC	Fatalis
DUNGEON_RF_MILGYO	Gods
DUNGEON_RF_INSECT	Insect
DUNGEON_RF_SHADOW	Shadow
DUNGEON_RF_CZ	Zodiac
DUNGEON_RF_ELEC	Elec
DUNGEON_RF_FIRE	Fire
DUNGEON_RF_ICE	Ice
DUNGEON_RF_WIND	Wind
DUNGEON_RF_EARTH	Earth
DUNGEON_RF_DARK	Darkness
DUNGEON_RANKING_TITLE	Ranking
DUNGEON_RANKING_TITLE_2	Category
DUNGEON_TITLE_TYPE_COUNT	Count
DUNGEON_TITLE_TYPE_TIME	Time
DUNGEON_TITLE_TYPE_DMG	Damage
DUNGEON_TYPE_COUNT	Completed
DUNGEON_TYPE_TIME	Quickest Run
DUNGEON_TYPE_DMG	Highest Boss Damage
MAP_SHADOW_TOWER	Vaal Hazak
MAP_DIABLOS	Diablos
MAP_PYRA	Kulve Taroth
MAP_DEMON	Kushala Daora
TOOLTIP_APPLY_ATTBONUS_SHADOW	Strong Against Shadow +{}%
MAP_EASTER	Easter-Event
PRIVATESHOPSEARCH_TALISMAN	Talisman
PRIVATESHOPSEARCH_TOGGLE_AFFECT	Elixir
PRIVATESHOPSEARCH_COSTUME_WEAPON_EFFECT	Weapon Shinings
PRIVATESHOPSEARCH_COSTUME_ARMOR_EFFECT	Armour Shinings
PRIVATESHOPSEARCH_COSTUME_WING	Wings
PRIVATESHOPSEARCH_COSTUME_TITLE	Titles
PRIVATESHOPSEARCH_PETS_N_MOUNT	Pets & Mounts
PRIVATESHOPSEARCH_LEVEL_PET	Level-Pets
PRIVATESHOPSEARCH_LEVEL_PET_FOOD	Level-Pet-Food
PRIVATESHOPSEARCH_NORMAL_PET	Normal Pets
PRIVATESHOPSEARCH_MOUNT	Mounts
PRIVATESHOPSEARCH_USEFUL_ITEMS	Useful Items
PRIVATESHOPSEARCH_QUEST_ITEMS	Quest Items
PRIVATESHOPSEARCH_USABLE_ITEMS	Usable Items
PRIVATESHOPSEARCH_TIME_ENHANCEMENT	Time Enhancement
PRIVATESHOPSEARCH_SKILLBOOKS	Skillbooks
PRIVATESHOPSEARCH_ACESSORY	Acesorry
PRIVATESHOPSEARCH_FISHING_BAIT	Fishing Bait
PRIVATESHOPSEARCH_FISH	Fish
TOOLTIP_ANTIFLAG_CHANGELOOK	Transmutation
MAP_SLIME_LOW	Anime-Event (20-55)
MAP_SLIME_MID	Anime-Event (100-125)
MAP_SLIME_HIGH	Anime-Event (150)
MAP_SLIME_EXTREME	Anime-Event (150+)
GAME_DUNGEON_REJOIN	Möchtest du Zurück in den Dungeon?
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_SHOPPING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_EDITING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_CREATING	You cannot move items while you are in a Shop.
MAP_RATHALOS	Rathalos
MAP_FATALIS	Fatalis
HUNTING_MISSION_1_NAME	Kill Run-End-Bosses
HUNTING_MISSION_2_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_3_NAME	Kill Run-End-Bosses
HUNTING_MISSION_4_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_5_NAME	Kill Run-End-Bosses
HUNTING_MISSION_6_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_7_NAME	Kill Run-End-Bosses
HUNTING_MISSION_8_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_9_NAME	Kill Run-End-Bosses
HUNTING_MISSION_10_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_11_NAME	Kill Run-End-Bosses
HUNTING_MISSION_12_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_13_NAME	Kill Run-End-Bosses
HUNTING_MISSION_14_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_15_NAME	Kill Run-End-Bosses
