ACCE_ABSORB_COST	Abszorpció ára: {}
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristalldrache
WIKI_MONSTERINFO_IMMUNE_FALL	Fallen
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCBAN_COUNT	Banns bisher {}
WIKI_SUBCATEGORY_RAZADOR	Razador
NO	Nein
QUEST_TIMER_QUESTITEM	Quest Gegenstand
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_INVENTORY	Inventar
ADMIN_MANAGER_OBSERVER_GENERAL_GOLD	Yang: {}
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_TALISMANS	Talismane
WIKI_SUBCATEGORY_RINGS	Ringe
WIKI_SUBCATEGORY_ELIXIR	Elixiere
QUEST_TIMER_AVAILABLE	Verfügbar
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_BAN	Bannen
QUEST_TIMER_LOCKED	Gesperrt
WIKI_SUBCATEGORY_AZRAEL	Devilscatacomb
ADMIN_MANAGER_OBSERVER_GENERAL_NAME	Name: {}
WIKI_SUBCATEGORY_ZODIAC	Zodiac
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PID_TOOLTIP	Spieler-ID
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ONLINE	Online
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_NO_NAME	Kein Name angegeben.
QUEST_TIMER_SLIME	QUEST_TIMER_SLIME
ADMIN_MANAGER_BAN_ACCOUNT_UNBAN_NO_SELECTED	Kein Spieler ausgewählt
ADMIN_MANAGER_OBSERVER_BAN_ACTIVATE_INVALID	Ban activate invalid
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME_TOOLTIP	Spielername
ADMIN_MANAGER_OBSERVER_GENERAL_SP	{} / {}
ADMIN_MANAGER_BAN_ACCOUNT_SEARCH_TYPE_PLAYER	Suche Spieler
ADMIN_MANAGER_GENERAL_USER_COUNT	Spieleronline: {}
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternative Truhen
ADMIN_MANAGER_OBSERVER_GENERAL_LEVEL	Level: {}
QUEST_TIMER_GROUPREQ	Gruppe benötigt
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
WIKI_SUBCATEGORY_HAIRSTYLES	Frisuren
ADMIN_MANAGER_OBSERVER_RESTARTED	Die Überwachung von {} wurde wieder aufgenommen.
TARGET_INFO_RACE_ZODIAC	Zodiak
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
ADMIN_MANAGER_ITEM_MAIN_SEARCH_NO_TEXT	Nichts angegeben
ADMIN_MANAGER_OBSERVER_GENERAL_CHANNEL	Channel: {}
DESCRIPTION_EXAMPLE	Example bla
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_ACCOUNTBAN	Bisherige Banns {}
WIKI_SUBCATEGORY_BOSS_HUNT	Boss Hunt
ADMIN_MANAGER_OBSERVER_ITEM_TOOLTIP_ID	Item-ID: {}
QUEST_TIMER_CURRENT	Aktuell
QUEST_TIMER_PASSAGETICKET	Passierschein
QUEST_TIMER_AVAILABLE_TEXT	Verfügbar
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_MONSTERINFO_IMMUNE_REFLECT	Reflektieren
WIKI_SUBCATEGORY_MOUNT	Mount
WIKI_SUBCATEGORY_SHIPDEFENSE	Schiffsverteidigung
ADMIN_MANAGER_OBSERVER_GENERAL_ACCOUNT	Account: {} ({})
WIKI_SUBCATEGORY_HELMET	Helme
WIKI_SUBCATEGORY_COSTUME_SASH	Schulterbänder
ADMIN_MANAGER_OBSERVER_GENERAL_MAP_INFO	Karte: {} ({})
WIKI_SUBCATEGORY_BRACELET	Armband
TIMER_WARP_QUESTION	Willst du wirklich zum Dungeon teleportieren?
WIKI_SUBCATEGORY_APE_DUNGEON	Affendungeon
WIKI_REFINEINFO_UPGRADE_COSTS	Uppkosten
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_GM_ITEM	GM Item
WIKI_SUBCATEGORY_SHIELD	Schilde
ADMIN_MANAGER_OBSERVER_REASON_INPUT_TITLE_UNBAN	Unban
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_NAME	{}(Lv {})
ADMIN_MANAGER_GENERAL_QUESTION_ACCEPT_WARP	Teleportieren
ADMIN_MANAGER_OBSERVER_DOUBLECLICK_INFO	Doppelklick Info Translate
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_MALL	ItemShop-Lager
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_PLAYER_TEXT	{}({})
QUEST_TIMER_REWARDS	Belohnungen
SWITCHBOT_NEWTEXT5	Ziehe den Bot an den Rand, um ihn zu verkleinern!
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_GROUND	Boden
ADMIN_MANAGER_ITEM_MAIN_SEARCH_TYPE_PNAME	Spielername
ADMIN_MANAGER_OBSERVER_CHATBAN_ACTIVATE_INVALID	Du musst eine Ablaufzeit angeben.
WIKI_CATEGORY_METINSTONES	Metinsteine
ADMIN_MANAGER_OBSERVER_REASON_INPUT_BAN1	Bantext1
ADMIN_MANAGER_BAN_ACCOUNT_TOOLTIP_ACCNAME	Login {}
SWITCHBOT_NEWTEXT3	Neue Ideen werden immer gerne gesehen!
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_ONLINE	Online
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_CHATBAN	{} Chatblocks erhalten.
ADMIN_MANAGER_BAN_TYPE_CHAT	Chatbann
ADMIN_MANAGER_OBSERVER_GENERAL_HP	{} / {}
ADMIN_MANAGER_ITEM_MAIN_RESULT_WINDOW_UNKNOWN	Unbekanntes Fenster {}
WIKI_SUBCATEGORY_NECKLACE	Halskette
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN1	Unban1 Text
GAME_PICK_ITEM	You receive {} ({}).
ADMIN_MANAGER_OBSERVER_REASON_INPUT_UNBAN2	Unban2 Text
QUEST_TIMER_LOCKED_COOLDOWN	Cooldown nicht abgelaufen
ADMIN_MANAGER_BAN_PLAYER_TOOLTIP_CHATBAN	Bisherige Chatbanns {}
WIKI_CHESTINFO_ORIGIN	Ursprung
WIKI_MONSTERINFO_RESISTANCES	Resistance
ADMIN_MANAGER_BAN_CHAT_REASON_INPUT_TITLE_BAN	Vom Chat bannen
WIKI_SUBCATEGORY_GAYA	Gaya
ADMIN_MANAGER_BAN_TYPE_ACCOUNT	Account-Bann
WIKI_CATEGORY_BOSSES	Bosse
ADMIN_MANAGER_OBSERVER_GENERAL_SKILLGROUP	Lehre: {}
SWITCHBOT_NEWTEXT1	Nachkaufen aktivieren
WIKI_SUBCATEGORY_CONTER_BOOST	Conter Boost
SWITCHBOT_NEWTEXT2	Dieser Switchbot wurde von Mijago entwickelt.
ADMIN_MANAGER_GENERAL_QUESTION_TEXT	Möchtest du {} überwachen?
SWITCHBOT_NEWTEXT4	Ziehe ein Item hierher, um es hinzuzufügen.
SWITCHBOT_NEWTEXT7	Stop ALLE Vorgänge!
ADMIN_MANAGER_BAN_ACCOUNT_RESULT_TIMEOUT	Account ist gesperrt für {}
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_CATEGORY_SYSTEMS	Systeme
QUEST_TIMER_INFO	Info
WIKI_SUBCATEGORY_SPIDER_BARONESS	Spinnenbaroness
BATTLEPASS_TEXT1	Free-Battlepass
BATTLEPASS_ID_2_NAME	Premium-Battlepass
BATTLEPASS_TEXT2	Státusz: |cff82ff7d|H|hAbgeschlossen|h|r
BATTLEPASS_TEXT3	Státusz: |cfffeff7d|H|hLäuft|h|r
BATTLEPASS_TEXT4	Prozent {:.1f}%
BATTLEPASS_TEXT5	Name: {}
BATTLEPASS_TEXT6	Mission bis {} fertig
BATTLEPASS_TEXT7	Missionen fertig {}
BATTLEPASS_TEXT8	Zeit verbleibend: |cfffeff7d|H|h{}|h|r
UIQUEST_TEXT1	75-ösnek vagy nagyobbnak kell lenned a belépéshez.
TOOLTIP_TEXT1	Érmék
TOOLTIP_TEXT2	(butx) - Státusz ablak megnyitása
TOOLTIP_TEXT3	(bctrl) - Előnézet
TOOLTIP_TEXT4	(b.shift) + (bal e.g.) - Szétszedéshez
TOOLTIP_TEXT5	(jobb e.) - Kikapcsoláshoz
TOOLTIP_TEXT6	(bal e.) - Bekapcsoláshoz
TOOLTIP_TEXT7	(b.ctrl) + (jobb e.) - 50db nyitás
TOOLTIP_TEXT8	(jobb e.) - Leltárba helyezéshez
TOOLTIP_TEXT9	(b.ctrl) + (jobb e.) - raktárba helyezéshez
TOOLTIP_TEXT10	(b.alt) - Wikiben mutatás
TOOLTIP_TEXT11	Étel mennyiség: {}
TOOLTIP_LEVEL_PET_NEEDED_FOOD	Szükséges étel: {}
TOOLTIP_LEVEL_PET_LEVEL_HIGHER_THAN_PLAYER	A peted nagyobb szintű mint te.
TOOLTIP_TEXT12	Státuszpontok {}
TOOLTIP_TEXT13	{} Pont/szint 
WORLDBOSS_TEXT1	Naponta itt: {}
WORLDBOSS_TEXT2	{} itt: {}

WORLD_BOSS_INFO_NAME	Főszörny neve:
WORLD_BOSS_INFO_SPAWN_LOCATIONS	Újjáéledés területek
WORLD_BOSS_DAILY_AT	Naponta itt:
WORLD_BOSS_SPAWNS_IN	Újjáéled: {}
INTROLOGIN_TEXT1	Válassz nyelvet
MOUNT_POSTIFX	Mountja
PET_POSTIFX	Petje
MOUNT_STRING	Mountja
MAP_SNOW_QUEEN	Shiva
MAP_DRAGON_FIRE	Ragnarok
MAP_GREENSCREEN	Zöldképernyő
MAP_GARDEN	Pukei
MAP_OWL	Jagras
MAP_DEEP_CAVE	Barroth
MAP_AQUA	Aqua
MAP_ARTEMIS	Artemis
MAP_WORLDBOSS1	Világi főszörny (PvP)
MAP_WORLDBOSS2	Világi főszörny (PvM)
MAP_NEVERLAND	Rathian
MAP_WOOD	Odogaron
MAP_ICESTORM	Kadashi
MAP_SHIPDEFENSE	Schiffsverteidigung
MAP_SHIPPORT	Schiffsport
MAP_SOLITARY	Eden
MAP_LDK	Terra
FISHING_RENEWAL_CANNOT_EMOTION	Du kannst keine Emotionen verwenden, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_1	Du kannst es nicht öffnen, während du angelst.
FISHING_RENEWAL_CANNOT_OPEN_2	Du kannst diese Aktion nicht ausführen, während du angelst.
FISHING_RENEWAL_QUESTION	Ein Fisch hat angebissen. Möchtest du ihn fangen?
FISHING_RENEWAL_TIMEOUT	Du hast zu lange gezögert. Der Fisch ist entwischt.
CREATE_SERVER_ERROR	Etwas ist schiefgelaufen, probiere es später erneut.
CREATE_ERROR_BLOCKED	Das Erstellen von Charakteren ist deaktiviert.
CREATE_ERROR_LOGIN_NAME	Du kannst deinen Accountnamen nicht als Charakternamen nehmen.
CREATE_ERROR_LEVEL_LIMIT	Levelvoraussetzungen für diese Rasse nicht erfüllt.
CREATE_ERROR_ALREADY	Es existiert bereits ein Charakter mit diesem Namen.
CREATE_ERROR_ALREADY_SLOT	Es existiert bereits ein Charakter auf diesem Slot.
CREATE_ERROR_GM_BLOCKED	Du kannst dich nicht so nennen.
CREATE_ERROR_NAME_LENGTH	Dieser Name ist zu lang.
CREATE_ERROR_RACE_BLOCKED	Diese Rasse ist deaktiviert.
CREATE_ERROR_TIME_LIMIT	Du kannst nur alle 30 Sekunden einen Charakter erstellen.
CREATE_ERROR_FULL_ACCOUNT	Dein Account ist voll.
CREATE_ERROR_INVALID_RACE	Diese Rasse existiert nicht.
CREATE_ERROR_INVALID_SHAPE	Du kannst dieses Aussehen nicht wählen.
CREATE_ERROR_INVALID_NAME	Dein Charaktername enthält nicht erlaubte oder sich mehrfach wiederholende Zeichen.
CREATE_ERROR_INVALID_EMPIRE	Dieses Reich existiert nicht.
ROULETTE_REWARD_TEXT	Gegenstand erhalten
SKILL_TREE_POINTS	Képességfa pontok
WIKI_SUBCATEGORY_SKILLTREE	Képességfa & vadászküldetések
WIKI_SUBCATEGORY_TITLEITEM	Titulus rendszer
WIKI_SUBCATEGORY_RANKSYSTEM	Rang rendszer
WIKI_SUBCATEGORY_PETSYSTEM	Pet rendszer
WIKI_SUBCATEGORY_DAILYREWARD	Napi jutalom rendszer
CUBE_RENEWAL_POTION	Elixír
CUBE_RENEWAL_WEAPON	Fegyver
CUBE_RENEWAL_ARMOR	Vért
CUBE_RENEWAL_ACCESSORIES	Ékszerek
CUBE_RENEWAL_ETC	Általános
TOOLTIP_AFFECT_BATTLE_PASS	Battlepass
TOOLTIP_REFINED_TO	-ra/-re lehet fejleszteni
TOOLTIP_REFINE_FROM	-ról/-ről lehet fejleszteni
CLIENT_RESTART_REQUIRED	Kliens újraindít. szüks.
TOOLTIP_REQUIRED_COUNT	Száma: {}
TOOLTIP_DROP_STATE	Drop-státsuz: {}
DROP_STATE_ENABLED	Aktiválva
DROP_STATE_DISABLED	Kikapcsolva
TOOLTIP_AFFECT_PREMIUM_SWITCHBOT	Prémium-Switchbot
TOOLTIP_AFFECT_VOTE_BONUS	Vote4Buff
GUILD	Guild
WARBOARD_KILLS	Kills
WARBOARD_MVP	MVP
WARBOARD_GUILD_KILLS	Ölések
WARBOARD_DEATHS	Halálok
WARBOARD_LEVEL	Szint
WARBOARD_TOTAL_DAMAGE	Össz sebzés
YOU_NEED_TO_RESTART_YOUR_CLIENT	NAGYON FONTOS! Kliens újraindítás szükséges a beállítások mentéséhez.
HUNTING_MISSIONS_HUNT_1	Vadássz le: {}x {}
HUNTING_MISSIONS_HUNT_2	Hogy megkapd:
HUNTING_MISSIONS_REQUIRED_MISSIONS	Min. Szint {}
POPUP_PLAYER_ONLINE	A barátod {} elérhető.
POPUP_GUILD_MEMBER_ONLINE	A céhtársad {} elérhető.
POPUP_GM_ONLINE	Egy csapattárs {} elérhető.
TOOLTIP_DROP_COUNT	Száma: {}
TOOLTIP_RARITY	{}
TOOLTIP_EXP_BONUS	EXP-bónusz: {}%
WIKI_CATEGORIES_TITLE	Titulus
WIKI_CATEGORY_BOSSES	Főszörnyek
WIKI_CATEGORY_CHESTS	Ládák
WIKI_CATEGORY_COSTUMES	Kosztüm
WIKI_CATEGORY_DUNGEONS	Runok
WIKI_CATEGORY_EQUIPEMENT	Felszerelés
WIKI_CATEGORY_EVENTS	Eventek
WIKI_CATEGORY_GUIDES	Útmutatók
WIKI_CATEGORY_METINSTONES	Metinkövek
WIKI_CATEGORY_MONSTERS	Szörny
WIKI_CATEGORY_SYSTEMS	Rendszerek
WIKI_CHESTINFO_COMMON_DROP	Alternatív Drop
WIKI_CHESTINFO_CONTENTOF	ebből származik: {}
WIKI_CHESTINFO_ORIGIN	Eredet
WIKI_ITEMINFO_OPTAINEDFROM	Szerezhető ebből:
WIKI_ITEMINFO_REFINEINFO	Finomítás infó {}
WIKI_MONSTERINFO_DMG_HP	Sebézs {} - {} (Max-TP {})
WIKI_MONSTERINFO_DROPLISTOF	Drop Lista {}
WIKI_MONSTERINFO_GOLD_EXP	Yang {} - {} EXP {}
WIKI_MONSTERINFO_IMMUNE_CURSE	Átok
WIKI_MONSTERINFO_IMMUNE_FALL	Leesés
WIKI_MONSTERINFO_IMMUNE_NOTHING	Semmi
WIKI_MONSTERINFO_IMMUNE_POISON	Méreg
WIKI_MONSTERINFO_IMMUNE_REFLECT	Visszaverés
WIKI_MONSTERINFO_IMMUNE_SLOW	Lelassulás
WIKI_MONSTERINFO_IMMUNE_STUN	Ájulás
WIKI_MONSTERINFO_IMMUNE_TERROR	Félelem
WIKI_MONSTERINFO_IMMUNE_TO	Védelem ellene: {}
WIKI_MONSTERINFO_LEVEL	Szint {}
WIKI_MONSTERINFO_RESISTANCES	Ellenállás
WIKI_MONSTERINFO_STATISTICSOF	Statisztikák {}
WIKI_REFINEINFO_ITEM_LEVEL	Tárgy szint {}
WIKI_REFINEINFO_UPGRADE_COSTS	Fejlesztési költség
WIKI_REFINEINFO_YANG_COSTS	Arany költség
WIKI_SUBCATEGORY_105_AND_NOW	105 és most?
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternatív ládák
WIKI_SUBCATEGORY_APE_DUNGEON	Affendungeon
WIKI_SUBCATEGORY_ARMOR	Vért
WIKI_SUBCATEGORY_AZRAEL	Ördögkatakomba
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_BELTS	Öv
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran Setaou
WIKI_SUBCATEGORY_BOSS_HUNT	Főszörny vadászat
WIKI_SUBCATEGORY_BRACELET	Karosok
WIKI_SUBCATEGORY_CHESTS	Ládák
WIKI_SUBCATEGORY_CONTER_BOOST	Ellenállás növelés
WIKI_SUBCATEGORY_COSTUMES	Kosztümök
WIKI_SUBCATEGORY_COSTUME_SASH	Pántok
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristalldrache
WIKI_SUBCATEGORY_DAILYREWARD	Daily-Reward-System
WIKI_SUBCATEGORY_DEMONTOWER	Démontorony
WIKI_SUBCATEGORY_DRAGONALCHEMY	Rendszer-útmutatók
WIKI_SUBCATEGORY_EARRINGS	Fülbevalók
WIKI_SUBCATEGORY_ELIXIR	Elixírek
WIKI_SUBCATEGORY_EMPIRE_WAR	Reichskrieg
WIKI_SUBCATEGORY_EVENT_CHESTS	Event ládák
WIKI_SUBCATEGORY_FISHPUZZLE	Halkirakós
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_HAIRSTYLES	Hajviselet
WIKI_SUBCATEGORY_HELMET	Sisak
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Ládák
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_LV100	Lv 100
WIKI_SUBCATEGORY_LV1_75	Mind
WIKI_SUBCATEGORY_LV76_100	Lv 75-100
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_MELEY	Meley
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Mondlichschatztruhen
WIKI_SUBCATEGORY_MOUNT	Mount
WIKI_SUBCATEGORY_NECKLACE	Nyaklánc
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_OKAY_CARD	Okay Kártyák
WIKI_SUBCATEGORY_ORCMAZE	Run-útmutatók
WIKI_SUBCATEGORY_PET	Pet
WIKI_SUBCATEGORY_PETSYSTEM	Petrendszer
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP Tournament
WIKI_SUBCATEGORY_RANKSYSTEM	Rankrendszer
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_RINGS	Gyűrűk
WIKI_SUBCATEGORY_RUNES	Rúnák
WIKI_SUBCATEGORY_SHIELD	Pajzsok
WIKI_SUBCATEGORY_SHIPDEFENSE	Schiffsverteidigung
WIKI_SUBCATEGORY_SHOES	Cipők
WIKI_SUBCATEGORY_SHOULDER_SASH	Pántok
WIKI_SUBCATEGORY_SKILLTREE	Képességfa & Vadászküldetés
WIKI_SUBCATEGORY_SKILL_COLOR	Képesség szín
WIKI_SUBCATEGORY_SPIDER_BARONESS	Spinnenbaroness
WIKI_SUBCATEGORY_TAG_TEAM	TagTeam
WIKI_SUBCATEGORY_TALISMANS	Talizmán
WIKI_SUBCATEGORY_THE_START	Mega-útmutató
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil
WIKI_SUBCATEGORY_TITLEITEM	Titulus rendszer
WIKI_SUBCATEGORY_WEAPONS	Fegyver
WIKI_SUBCATEGORY_ZODIAC	Zodiákus
WIKI_TITLENAME	Wiki
TOOLTIP_DEACTIVATE_TO_OPEN_PET_STATUS	Deaktiválj az ablak megnyitásához.
TOOLTIP_KEY_TO_BUY_MULTIPLE_FROM_SHOP	(b.shift) - Többes vásárlás
DUNGEON_NO_NAME	Ismeretlen
DUNGEON_TYPE_TEXT	Kategória: {}
DUNGEON_TYPE_PRIVATE	Privát
DUNGEON_TYPE_PUBLIC	Publikus
DUNGEON_ORG_TEXT	Verzió: {}
DUNGEON_ORG_SINGLE	Solo
DUNGEON_ORG_PARTY	Csoportos
DUNGEON_ORG_HYBRID	Solo/Csoportos
DUNGEON_LEVEL_LIMIT_TEXT	Szintkorlát: {} - {}
DUNGEON_PARTY_LIMIT_TEXT	Csoport tagszám:
DUNGEON_COOLDOWN_TEXT	Eltiltás: {}
DUNGEON_AVAILTIME_TEXT	Idő: {}
DUNGEON_ENTRANCE_TEXT	Belépés: {}
DUNGEON_ST_RACEFLAG_TEXT	Race: {}
DUNGEON_RES_RACEFLAG_TEXT	Védelem: {}
DUNGEON_PERS_COUNT_TEXT	Befejezett: {}
DUNGEON_FASTEST_TIME_TEXT	Leggyorsabb run: {}
DUNGEON_HIGHEST_DMG_TEXT	Legtöbb sebzés Főszörnyre: {}
DUNGEON_RF_EMPTY	Semmi
DUNGEON_RF_ANIMAL	Rathalos
DUNGEON_RF_UNDEAD	Nemhalott
DUNGEON_RF_DEVIL	Ördög
DUNGEON_RF_HUMAN	Félember
DUNGEON_RF_ORC	Fatalis
DUNGEON_RF_MILGYO	Gods
DUNGEON_RF_INSECT	Rovar
DUNGEON_RF_SHADOW	Shadow
DUNGEON_RF_CZ	Zodiac
DUNGEON_RF_ELEC	Villám
DUNGEON_RF_FIRE	Tűz
DUNGEON_RF_ICE	Jég
DUNGEON_RF_WIND	Szél
DUNGEON_RF_EARTH	Föld
DUNGEON_RF_DARK	Sötétség
DUNGEON_RANKING_TITLE	Rangsor
DUNGEON_RANKING_TITLE_2	Kategória
DUNGEON_TITLE_TYPE_COUNT	Mennyiség
DUNGEON_TITLE_TYPE_TIME	Idő
DUNGEON_TITLE_TYPE_DMG	Sebzés
DUNGEON_TYPE_COUNT	Befejezett
DUNGEON_TYPE_TIME	Leggyorsabb run
DUNGEON_TYPE_DMG	Legtöbb sebzés Főszörnyre
MAP_SHADOW_TOWER	Vaal Hazak
MAP_DIABLOS	Diablos
MAP_PYRA	Kulve Taroth
MAP_DEMON	Kushala Daora
TOOLTIP_APPLY_ATTBONUS_SHADOW	Strong Against Shadow +{}%
MAP_EASTER	Easter-Event
PRIVATESHOPSEARCH_TALISMAN	Talisman
PRIVATESHOPSEARCH_TOGGLE_AFFECT	Elixir
PRIVATESHOPSEARCH_COSTUME_WEAPON_EFFECT	Weapon Shinings
PRIVATESHOPSEARCH_COSTUME_ARMOR_EFFECT	Armour Shinings
PRIVATESHOPSEARCH_COSTUME_WING	Wings
PRIVATESHOPSEARCH_COSTUME_TITLE	Titles
PRIVATESHOPSEARCH_PETS_N_MOUNT	Pets & Mounts
PRIVATESHOPSEARCH_LEVEL_PET	Level-Pets
PRIVATESHOPSEARCH_LEVEL_PET_FOOD	Level-Pet-Food
PRIVATESHOPSEARCH_NORMAL_PET	Normal Pets
PRIVATESHOPSEARCH_MOUNT	Mounts
PRIVATESHOPSEARCH_USEFUL_ITEMS	Useful Items
PRIVATESHOPSEARCH_QUEST_ITEMS	Quest Items
PRIVATESHOPSEARCH_USABLE_ITEMS	Usable Items
PRIVATESHOPSEARCH_TIME_ENHANCEMENT	Time Enhancement
PRIVATESHOPSEARCH_SKILLBOOKS	Skillbooks
PRIVATESHOPSEARCH_ACESSORY	Acesorry
PRIVATESHOPSEARCH_FISHING_BAIT	Fishing Bait
PRIVATESHOPSEARCH_FISH	Fish
TOOLTIP_ANTIFLAG_CHANGELOOK	Transmutation
MAP_SLIME_LOW	Anime-Event (20-55)
MAP_SLIME_MID	Anime-Event (100-125)
MAP_SLIME_HIGH	Anime-Event (150)
MAP_SLIME_EXTREME	Anime-Event (150+)
GAME_DUNGEON_REJOIN	Möchtest du Zurück in den Dungeon?
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_SHOPPING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_EDITING	You cannot move items while you are in a Shop.
OFFLINE_SHOP_CANNOT_MOVE_ITEMS_WHILE_CREATING	You cannot move items while you are in a Shop.
MAP_RATHALOS	Rathalos
MAP_FATALIS	Fatalis
HUNTING_MISSION_1_NAME	Kill Run-End-Bosses
HUNTING_MISSION_2_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_3_NAME	Kill Run-End-Bosses
HUNTING_MISSION_4_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_5_NAME	Kill Run-End-Bosses
HUNTING_MISSION_6_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_7_NAME	Kill Run-End-Bosses
HUNTING_MISSION_8_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_9_NAME	Kill Run-End-Bosses
HUNTING_MISSION_10_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_11_NAME	Kill Run-End-Bosses
HUNTING_MISSION_12_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_13_NAME	Kill Run-End-Bosses
HUNTING_MISSION_14_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_15_NAME	Kill Run-End-Bosses
HUNTING_MISSION_16_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_17_NAME	Kill Run-End-Bosses
HUNTING_MISSION_18_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_19_NAME	Kill Run-End-Bosses
HUNTING_MISSION_20_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_21_NAME	Kill Run-End-Bosses
HUNTING_MISSION_22_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_23_NAME	Kill Run-End-Bosses
HUNTING_MISSION_24_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_25_NAME	Kill Run-End-Bosses
HUNTING_MISSION_26_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_27_NAME	Kill Run-End-Bosses
HUNTING_MISSION_28_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_29_NAME	Kill Run-End-Bosses
HUNTING_MISSION_30_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_31_NAME	Kill Run-End-Bosses
HUNTING_MISSION_32_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_33_NAME	Kill Run-End-Bosses
HUNTING_MISSION_34_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_35_NAME	Kill Run-End-Bosses
HUNTING_MISSION_36_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_37_NAME	Kill Run-End-Bosses
HUNTING_MISSION_38_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_39_NAME	Kill Run-End-Bosses
HUNTING_MISSION_40_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_41_NAME	Kill Run-End-Bosses
HUNTING_MISSION_42_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_43_NAME	Kill Run-End-Bosses
HUNTING_MISSION_44_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_45_NAME	Kill Run-End-Bosses
HUNTING_MISSION_46_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_47_NAME	Kill Run-End-Bosses
HUNTING_MISSION_48_NAME	Kill Farmmap-Metinstones
HUNTING_MISSION_49_NAME	Kill Run-End-Bosses
HUNTING_MISSION_50_NAME	Kill Farmmap-Metinstones
REGISTER_STATUS_0	Bu kullanıcı adına sahip bir kullanıcı var.
REGISTER_STATUS_1	Kayıt işlemi başarılı.
REGISTER_STATUS_2	Kayıt olurken bilinmeyen bir hata oluştu.
PRIVATESHOP_POSTFIX	 - Pazar
PRIVATESHOP_YOURSHOP	Senin pazarın
